Query	Match	HMDB	PubChem	ChEBI	KEGG	METLIN	SMILES	Comment
PE(18:0/18:0)	PE(18:0/18:0)	HMDB0008991	447078	39934	C00350	NA	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC	1
PE(18:1(9Z)/18:1(9Z))	PE(18:1(9Z)/18:1(9Z))	HMDB0009059	9546757	74986	C00350	NA	[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\C=C/CCCCCCCC	1
Palmitic acid	Palmitic acid	HMDB0000220	985	15756	C00249	187	CCCCCCCCCCCCCCCC(O)=O	1
Phosphorylcholine	Phosphorylcholine	HMDB0001565	1014	18132	C00588	6326	C[N+](C)(C)CCOP(O)(O)=O	1
Protocatechuic acid	Protocatechuic acid	HMDB0001856	72	36062	C00230	6350	OC(=O)C1=CC(O)=C(O)C=C1	1
Protoporphyrin IX	Protoporphyrin IX	HMDB0000241	NA	15430	C02191	4158	CC1=C(CCC(O)=O)/C2=C/C3=N/C(=C\C4=C(C)C(C=C)=C(N4)/C=C4\N=C(\C=C\1/N\2)C(C=C)=C4C)/C(C)=C3CCC(O)=O	1
Purine	Purine	HMDB0001366	1044	17258	C15587	6193	N1C=NC2=C1C=NC=N2	1
Pyridoxal 5'-phosphate	Pyridoxal 5'-phosphate	HMDB0001491	1051	18405	C00018	6275	CC1=NC=C(COP(O)(O)=O)C(C=O)=C1O	1
Pyridoxal	Pyridoxal	HMDB0001545	1050	17310	C00250	6312	CC1=NC=C(CO)C(C=O)=C1O	1
Pyridoxamine	Pyridoxamine	HMDB0001431	1052	16410	C00534	238	CC1=C(O)C(CN)=C(CO)C=N1	1
Pyridoxine	Pyridoxine	HMDB0000239	1054	16709	C00314	5245	CC1=C(O)C(CO)=C(CO)C=N1	1
Pyroglutamic acid	Pyroglutamic acid	HMDB0000267	7405	18183	C01879	3251	OC(=O)[C@@H]1CCC(=O)N1	1
Quinolinic acid	Quinolinic acid	HMDB0000232	1066	16675	C03722	330	OC(=O)C1=CC=CN=C1C(O)=O	1
Riboflavin	Riboflavin	HMDB0000244	493570	17015	C00255	5249	CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1	1
S-Adenosyl-L-methionine	S-Adenosylmethionine	HMDB0001185	34756	15414	C00019	6064	C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N	1
S-Adenosylhomocysteine	S-Adenosylhomocysteine	HMDB0000939	439155	16680	C00021	296	N[C@@H](CCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O	1
Salicylaldehyde	2-Hydroxybenzaldehyde	HMDB0034170	6998	16008	C06202	NA	OC1=CC=CC=C1C=O	1
Salicylic acid	Salicylic acid	HMDB0001895	338	16914	C00805	616	OC(=O)C1=C(O)C=CC=C1	1
Salicylurate	Salicyluric acid	HMDB0000840	10253	9008	C07588	617	OC(=O)CNC(=O)C1=C(O)C=CC=C1	1
Shikimic acid	Shikimic acid	HMDB0003070	8742	16119	C00493	338	O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O	1
Spermidine	Spermidine	HMDB0001257	1102	16610	C00315	254	NCCCCNCCCN	1
Spermine	Spermine	HMDB0001256	1103	15746	C00750	255	NCCCNCCCCNCCCN	1
Sphinganine	Sphinganine	HMDB0000269	91486	16566	C00836	5268	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO	1
Succinic acid	Succinic acid	HMDB0000254	1110	15741	C00042	114	OC(=O)CCC(O)=O	1
Sucrose	Sucrose	HMDB0000258	5988	17992	C00089	137	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O	1
Taurine	Taurine	HMDB0000251	1123	15891	C00245	31	NCCS(O)(=O)=O	1
Thiamine monophosphate	Thiamine monophosphate	HMDB0002666	1131	9533	C01081	3488	CC1=C(CCOP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N	1
Thiamine pyrophosphate	Thiamine pyrophosphate	HMDB0001372	1132	9532	C00068	2832	CC1=C(CCOP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N	1
Thymidine	Thymidine	HMDB0000273	5789	17748	C00214	3375	CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O	1
Thymine	Thymine	HMDB0000262	1135	17821	C00178	290	CC1=CNC(=O)NC1=O	1
Trehalose 6-phosphate	Trehalose 6-phosphate	HMDB0001124	122336	18283	C00689	6019	OC[C@H]1O[C@H](O[C@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	1
Trehalose	Trehalose	HMDB0000975	7427	16551	C01083	5913	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	1
Tyramine	Tyramine	HMDB0000306	5610	15760	C00483	60	NCCC1=CC=C(O)C=C1	1
Tyrosol	Tyrosol	HMDB0004284	10393	1879	C06044	7044	OCCC1=CC=C(O)C=C1	1
Uracil	Uracil	HMDB0000300	1174	17568	C00106	258	O=C1NC=CC(=O)N1	1
Uric acid	Uric acid	HMDB0000289	1175	17775	C00366	88	O=C1NC2=C(N1)C(=O)NC(=O)N2	1
Uridine 5'-diphosphate	Uridine 5'-diphosphate	HMDB0000295	6031	17659	C00015	NA	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	1
Uridine 5'-monophosphate	Uridine 5'-monophosphate	HMDB0000288	6030	16695	C00105	NA	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O	1
Uridine diphosphate glucuronic acid	Uridine diphosphate glucuronic acid	HMDB0000935	17473	17200	C00167	5884	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	1
Uridine triphosphate	Uridine triphosphate	HMDB0000285	6133	15713	C00075	5277	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	1
Uridine	Uridine	HMDB0000296	6029	16704	C00299	90	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O	1
Xanthine	Xanthine	HMDB0000292	1188	17712	C00385	82	O=C1NC2=C(NC=N2)C(=O)N1	1
Xanthurenic acid	Xanthurenic acid	HMDB0000881	5699	10072	C02470	5841	OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1	1
Xanthylic acid	Xanthylic acid	HMDB0001554	73323	15652	C00655	NA	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1NC(=O)NC2=O	1
Xylitol	Xylitol	HMDB0242149	6912	1305691	C00379	NA	OC[C@H](O)C(O)[C@H](O)CO	1
alpha-D-glucose 1-phosphate	Glucose 1-phosphate	HMDB0001586	65533	29042	C00103	6331	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	1
dAMP	Deoxyadenosine monophosphate	HMDB0000905	12599	17713	C00360	3461	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	1
dCDP	dCDP	HMDB0001245	150855	28846	C00705	6105	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1	1
dCMP	dCMP	HMDB0001202	13945	15918	C00239	6078	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1	1
dGDP	dGDP	HMDB0000960	439220	28862	C00361	5906	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1	1
dGTP	dGTP	HMDB0001440	65103	16497	C00286	6248	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1	1
dUMP	dUMP	HMDB0001409	65063	17622	C00365	6225	O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O	1
glycerol 2-phosphate	beta-Glycerophosphoric acid	HMDB0002520	2526	17270	C02979	6708	OCC(CO)OP(O)(O)=O	1
indole-3-acetate	Indoleacetic acid	HMDB0000197	802	16411	C00954	5211	OC(=O)CC1=CNC2=C1C=CC=C2	1
itaconic acid	Itaconic acid	HMDB0002092	811	30838	C00490	6483	OC(=O)CC(=C)C(O)=O	1
lauric acid	Dodecanoic acid	HMDB0000638	3893	30805	C02679	5611	CCCCCCCCCCCC(O)=O	1
leukotriene B4	Leukotriene B4	HMDB0001085	5280492	15647	C02165	406	CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O	1
lignoceric acid	Tetracosanoic acid	HMDB0002003	11197	28866	C08320	6427	CCCCCCCCCCCCCCCCCCCCCCCC(O)=O	1
malonyl-CoA	Malonyl-CoA	HMDB0001175	644066	15531	C00083	6056	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O	1
naphthalene	Naphthalene	HMDB0029751	931	16482	C00829	NA	C1=CC2=CC=CC=C2C=C1	1
palmitoleic acid	Palmitoleic acid	HMDB0003229	445638	28716	C08362	188	CCCCCC\C=C/CCCCCCCC(O)=O	1
stearic acid	Stearic acid	HMDB0000827	5281	28842	C01530	189	CCCCCCCCCCCCCCCCCC(O)=O	1
thiamine(1+) diphosphate(1-)	NA	HMCDB0062636	5431	45931	NA	NA	CC1=C(CCOP(O)(=O)OP(O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N	0
trans-4-Coumaric acid	4-Hydroxycinnamic acid	HMDB0002035	637542	32374	C00811	6450	OC(=O)\C=C\C1=CC=C(O)C=C1	1
trans-4-hydroxy-L-proline	4-Hydroxyproline	HMDB0000725	5810	18095	C01157	257	O[C@H]1CN[C@@H](C1)C(O)=O	1
trans-Aconitic acid	trans-Aconitic acid	HMDB0000958	444212	32806	C02341	NA	OC(=O)C\C(=C/C(O)=O)C(O)=O	1
tryptophol	Tryptophol	HMDB0003447	10685	17890	C00955	6932	OCCC1=CNC2=C1C=CC=C2	1
xanthosine	Xanthosine	HMDB0000299	64959	18107	C01762	3408	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(O)N=C2O	1
