"Feature_ID"	"Alignment_ID"	"Molecule_names"	"KEGG"	"l2fc"	"p"	"FDR"
"IM_POS_157_024383a7_2463768115942"	107	"Orotic acid"	"C00295"	NA	NA	NA
"IM_POS_160_07569a7_55287009063444"	64	"Indoleacetaldehyde"	"C00637"	NA	32.9320711554146	0.581629447870841
"IM_POS_162_076084a7_40740740740741"	70	"L-2-aminoadipate"	"C00956"	0.11356031254745	-0.131189146816208	0.224809463854902
"IM_POS_162_09134a7_47384155455904"	165	"tryptophol"	"C00955"	0.314639415307598	1.27778025099667	0.327831113446307
"IM_POS_166_072336a7_49625187406297"	17	"7-Methylguanine"	"C02242"	0.0660186409562805	1.62160032190587	0.08804437055789
"IM_POS_166_086255a7_10227272727273"	86	"L-Phenylalanine"	"C00079"	0.102862455928111	-3.12594214749907	0.407162249250359
"IM_POS_168_029134a7_41289844329133"	132	"Quinolinic acid"	"C03722"	NA	NA	NA
"IM_POS_168_065519a7_61614623000762"	127	"Pyridoxal"	"C00250"	0.0745659010059698	-0.220791445692731	0.180619717007589
"IM_POS_169_035616a7_66283524904215"	148	"Uric acid"	"C00366"	NA	NA	NA
"IM_POS_169_097154a7_44047619047619"	129	"Pyridoxamine"	"C00534"	0.71972083286818	32.8563883608861	0.094999063180953
"IM_POS_170_081169a7_43494423791822"	130	"Pyridoxine"	"C00314"	-3.43766843627223	32.9556558645226	0.96032190682405
"IM_POS_170_092403a7_36919675755343"	94	"N(pros)-methyl-L-histidine"	"C01152"	-2.70555034419882	32.9464252732973	1.17402836707743
"IM_POS_173_044449a7_58150113722517"	7	"3-Dehydroshikimic acid"	"C02637"	NA	NA	NA
"IM_POS_175_023714a6_57894736842105"	164	"trans-Aconitic acid"	"C02341"	NA	NA	NA
"IM_POS_175_060099a6_72947510094213"	136	"Shikimic acid"	"C00493"	NA	NA	NA
"IM_POS_175_118952a7_32064421669107"	72	"L-Arginine"	"C00062"	-0.297441703868676	-12.6123901520578	0.815489048591369
"IM_POS_176_070605a7_33137829912023"	160	"indole-3-acetate"	"C00954"	0.038860427346503	-0.160322127963362	0.099958808075039
"IM_POS_176_102967a7_26216412490922"	35	"Citrulline"	"C00327"	NA	32.9274105510091	0.416748974528407
"IM_POS_180_086649a7_42390497401633"	52	"Glucosamine"	"C00329"	0.0279277414120196	-1.72432836853157	0.293259466861853
"IM_POS_182_081169a6_84931506849315"	90	"L-Tyrosine"	"C00082"	NA	NA	NA
"IM_POS_183_080441a7_23065798987708"	46	"Diphenylketone"	"C06354"	0.145347151091829	-0.0815793210485481	0.257931019354763
"IM_POS_184_073321a7_29394602479942"	124	"Phosphorylcholine"	"C00588"	NA	32.9204816352792	0.590403679658661
"IM_POS_190_049869a7_32064421669107"	69	"Kynurenic acid"	"C01717"	0.0762403448393748	0.528330917383985	0.13304566680793
"IM_POS_191_102633a7_07213578500707"	44	"Diaminopimelic acid"	"C00666"	0.428007950211201	0.795960581995082	0.567163757442701
"IM_POS_197_065579a7_09219858156028"	51	"Gluconic acid"	"C00257"	NA	NA	NA
"IM_POS_203_150252a6_92520775623269"	45	"Dimethyl-L-arginine"	"C03626"	0.0944586690007887	0.321672749059597	0.162756607654065
"IM_POS_203_223023a6_72947510094213"	138	"Spermine"	"C00750"	NA	NA	NA
"IM_POS_204_123034a6_96864111498258"	71	"L-Acetylcarnitine"	"C02571"	NA	32.9384026573036	0.367570747852211
"IM_POS_205_097154a6_60938532716457"	89	"L-Tryptophan"	"C00078"	NA	NA	NA
"IM_POS_205_097154a6_64010624169987"	42	"D-Tryptophan"	"C00525"	NA	NA	NA
"IM_POS_206_044784a7_12250712250712"	154	"Xanthurenic acid"	"C02470"	NA	NA	NA
"IM_POS_209_092068a6_67556742323097"	82	"L-Kynurenine"	"C00328"	NA	NA	NA
"IM_POS_220_081563a6_83994528043776"	105	"O-Succinyl-L-homoserine"	"C01118"	NA	NA	NA
"IM_POS_220_117949a7_70416024653313"	0	"(R)-Pantothenic acid"	"C00864"	NA	NA	NA
"IM_POS_223_074704a6_7842605156038"	74	"L-Cystathionine"	"C02291"	0.178006980136793	18.3131204629963	0.0498824235001324
"IM_POS_227_113866a6_63129973474801"	30	"Carnosine"	"C00386"	-0.0304439890921349	-2.40138258034142	0.290748132846114
"IM_POS_241_031124a6_67556742323097"	76	"L-Cystine"	"C00491"	NA	NA	NA
"IM_POS_244_092797a6_59630606860158"	36	"Cytidine"	"C00475"	0.0807581872470264	-1.22173137758966	0.344043853765616
"IM_POS_245_076812a6_20732464307883"	149	"Uridine"	"C00299"	-0.297325441877943	-12.4120100187413	0.705961683278142
"IM_POS_245_095439a6_60501981505945"	27	"Biotin"	"C00120"	-0.00687089161080511	-2.15247133141747	0.136045479320508
"IM_POS_245_233588a6_32511068943707"	97	"N1-Acetylspermine"	"C02567"	NA	NA	NA
"IM_POS_247_107718a6_46412411118293"	96	"N-acetyl-D-tryptophan"	NA	-1.21655420926862	-26.2414377061913	4.87901149987848
"IM_POS_248_03185a6_59195781147001"	128	"Pyridoxal 5'-phosphate"	"C00018"	NA	NA	NA
"IM_POS_252_109115a6_265664160401"	11	"5'-Deoxyadenosine"	"C05198"	0.221918332737854	-0.427588263771295	0.530679675941535
"IM_POS_252_109115a6_32111251580278"	2	"2'-Deoxyadenosine"	"C00559"	0.221918332737854	-0.427588263771295	0.530679675941535
"IM_POS_252_109115a6_56598818122127"	1	"2'-Deoxyadenosine"	"C00559"	0.179562911784303	0.628158144589904	0.250490589172239
"IM_POS_268_10403a6_18811881188119"	20	"Adenosine"	"C00212"	0.158402278050919	-0.133732423827976	0.309636515899302
"IM_POS_268_10403a6_43086816720257"	21	"Adenosine"	"C00212"	0.122340515297732	0.380466796962908	0.199868943864438
"IM_POS_269_088046a6_32111251580278"	65	"Inosine"	"C00294"	0.686775315345782	-2.37068092941621	0.536103680418399
"IM_POS_271_263156a5_27426160337553"	58	"Heptadecanoic acid"	NA	-0.181446733589715	-11.7605785211936	0.200111331080586
"IM_POS_284_098945a6_11620795107034"	55	"Guanosine"	"C00387"	NA	NA	NA
"IM_POS_285_08296a6_16903146206046"	166	"xanthosine"	"C01762"	0.0792830378218156	-0.561256165996402	0.168754824756854
"IM_POS_287_055014a6_06428138265616"	68	"Kaempferol"	"C05903"	0.080256982876215	-1.12487757530529	0.249998130253914
"IM_POS_291_086314a6_0938452163315"	31	"Catechin"	"C06562"	-1.27415246297173	-27.7661176379271	3.36630017645901
"IM_POS_298_096836a5_84795321637427"	13	"5'-Methylthioadenosine"	"C00170"	-0.0621370934644684	-12.7652281807779	0.0618168624641774
"IM_POS_302_305356a5_29380624669137"	139	"Sphinganine"	"C00836"	NA	32.5251062388469	0.377111749984196
"IM_POS_308_064213a6_0790273556231"	158	"dCMP"	"C00239"	0.0704518754731938	0.29818436311242	0.118140766082975
"IM_POS_308_091082a5_95592614651578"	53	"Glutathione"	"C00051"	0.923215956774728	32.9034275679992	0.134237835587055
"IM_POS_317_065579a5_8173356602676"	67	"Isorhamnetin"	"C10084"	0.385154199524541	1.70839502608794	0.291571785878075
"IM_POS_319_044843a5_18941359626362"	93	"Myricetin"	"C10107"	NA	NA	NA
"IM_POS_323_063879a6_14250614250614"	16	"5-Thymidylic acid"	"C00364"	-0.130895740908003	-7.54676292409417	1.10033839538253
"IM_POS_324_059128a5_98444045481748"	37	"Cytidine monophosphate"	"C00055"	-0.921636003362891	-10.4071554548457	8.00539600946532
"IM_POS_325_043143a5_98802395209581"	151	"Uridine 5'-monophosphate"	"C00105"	-1.05710382475248	-14.072218317259	3.36078866687875
"IM_POS_332_075446a5_93119810201661"	156	"dAMP"	"C00360"	0.270637791952449	0.533409591658906	0.334125306987185
"IM_POS_335_063879a6_0313630880579"	102	"Nicotinamide ribotide"	"C00455"	0.152384410964283	-0.805170606212143	0.409416168144924
"IM_POS_339_070027a5_8173356602676"	14	"5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide"	"C04734"	0.133586936790675	-0.312014286567297	0.302969799364754
"IM_POS_343_123488a5_54631170271769"	92	"Melibiose"	"C05402"	NA	NA	NA
"IM_POS_344_279535a5_0125313283208"	47	"Dodecanoylcarnitine"	NA	-2.16369170288614	32.8097899168832	2.48132976542399
"IM_POS_345_078089a5_84453535943892"	143	"Thiamine monophosphate"	"C01081"	NA	NA	NA
"IM_POS_348_070361a5_83090379008746"	23	"Adenosine monophosphate"	"C00020"	-3.8363479549579	32.7689006754467	0.800719511365904
"IM_POS_349_054376a5_71755288736421"	66	"Inosinic acid"	"C00130"	0.219420874227444	0.744657532016683	0.272198885401046
"IM_POS_364_065276a5_56792873051225"	57	"Guanosine monophosphate"	"C00144"	NA	NA	NA
"IM_POS_365_049291a5_6980056980057"	155	"Xanthylic acid"	"C00655"	NA	NA	NA
"IM_POS_377_14556a5_27148128624143"	133	"Riboflavin"	"C00255"	0.370991163967566	0.00900254046246156	0.547298207639929
"IM_POS_385_128865a5_46448087431694"	135	"S-Adenosylhomocysteine"	"C00021"	NA	32.8168909614796	0.509409842970839
"IM_POS_388_030544a5_81057524694945"	157	"dCDP"	"C00705"	NA	NA	NA
"IM_POS_399_144515a5_38793103448276"	134	"S-Adenosyl-L-methionine"	"C00019"	-0.028455532894304	-13.0026271503263	0.0247909458164133
"IM_POS_400_342135a4_65766185374942"	59	"Hexadecanoylcarnitine"	"C02990"	-2.06885684891103	32.0195894658263	3.01426669333998
"IM_POS_404_025458a5_69476082004556"	28	"CDP"	"C00112"	NA	NA	NA
"IM_POS_405_009474a5_6657223796034"	150	"Uridine 5'-diphosphate"	"C00015"	NA	NA	NA
"IM_POS_425_04442a5_49450549450549"	144	"Thiamine pyrophosphate"	"C00068"	0.541581654193146	0.288870471058704	0.981906971343664
"IM_POS_428_036692a5_30503978779841"	159	"dGDP"	"C00361"	-3.21958579783732	32.5163033536605	0.828880530090878
"IM_POS_428_036692a5_34188034188034"	18	"ADP"	"C00008"	-3.21958579783732	32.5163033536605	0.828880530090878
"IM_POS_442_146957a5_10725229826353"	50	"Folic acid"	"C00504"	NA	NA	NA
"IM_POS_451_123488a4_88758553274682"	25	"Astilbin"	"C17449"	NA	NA	NA
"IM_POS_457_111891a4_99500499500499"	49	"Flavin Mononucleotide"	"C00061"	-2.26118732262957	27.3382555859264	1.30825578528461
"IM_POS_468_308466a4_52898550724638"	109	"PC(14:0/0:0)"	"C04230"	-0.982948504909058	-30.1444075037236	0.597787799276989
"IM_POS_483_991789a5_30503978779841"	38	"Cytidine triphosphate"	"C00063"	0.234220699038577	-0.732777622372845	0.520931371445601
"IM_POS_484_975805a5_35045478865704"	152	"Uridine triphosphate"	"C00075"	0.355135508443604	-0.787486522237643	0.888033633213871
"IM_POS_489_114608a5_03778337531486"	34	"Citicoline"	"C00307"	0.0808432050343159	1.45734910700358	0.105753287245386
"IM_POS_496_339766a4_32152117545376"	111	"PC(16:0/0:0)"	NA	-5.87538230363329	33.0299490419413	0.817558882232234
"IM_POS_508_003023a5_08388408744281"	24	"Adenosine triphosphate"	"C00002"	0.496572176698695	0.465517763471314	0.572117605461649
"IM_POS_522_355416a4_28816466552316"	114	"PC(18:1(9Z)/0:0)"	NA	1.22376034019597	33.1609065657735	0.149770606628171
"IM_POS_524_334681a4_24808836023789"	115	"PE(10:0/10:0)"	NA	0.124769682739637	0.898637683836943	0.138477832886534
"IM_POS_524_371066a4_17885499373172"	3	"2-O-acetyl-1-O-hexadecyl-sn-glycero-3-phosphocholine"	NA	-2.72157504359204	33.0007093380112	1.36649987234654
"IM_POS_560_078951a4_70588235294118"	22	"Adenosine diphosphate ribose"	"C00301"	-1.21120867345175	-31.6437579230874	2.2613199064731
"IM_POS_563_265282a4_13736036408771"	125	"Protoporphyrin IX"	"C02191"	0.31615995551061	-1.02672221139211	0.97916723844132
"IM_POS_580_397281a4_01929260450161"	116	"PE(12:0/12:0)"	NA	0.324187445537312	1.25291750972293	0.296904621996673
"IM_POS_606_08443a4_3917435221783"	56	"Guanosine diphosphate mannose"	"C00096"	-0.0545523787713485	-2.86856532236213	0.207268779124586
"IM_POS_622_444231a3_83729854182655"	108	"PC(12:0/12:0)"	NA	-1.10914504274026	-28.640122705428	1.35024055030481
"IM_POS_636_459881a3_82848392036753"	117	"PE(14:0/14:0)"	"C00350"	0.379164901431235	6.0688033065702	0.18224295177931
"IM_POS_664_116399a4_3917435221783"	98	"NAD"	"C00003"	-0.310747619304815	-12.6043510539979	0.88221977129074
"IM_POS_664_491181a3_74111485222596"	118	"PE(15:0/15:0)"	"C00350"	-3.08974116311353	33.1423998065462	1.18515782343071
"IM_POS_678_506832a3_6697247706422"	110	"PC(14:0/14:0)"	"C00157"	-0.157168614033081	-12.4413358467236	0.170144791821694
"IM_POS_688_491181a3_51370344342937"	121	"PE(16:1(9Z)/16:1(9Z))"	"C00350"	0.18488588901343	-0.277513408139534	0.312390128511072
"IM_POS_692_522482a3_64830353885443"	119	"PE(16:0/16:0)"	"C00350"	0.0537474832933454	-0.941999393205464	0.161956423684044
"IM_POS_718_538132a3_62581580855692"	120	"PE(16:0/18:1(9Z))"	"C00350"	0.0358062048980893	12.5963531984723	0.0160833746142312
"IM_POS_734_569432a3_51370344342937"	112	"PC(16:0/16:0)"	"C00157"	0.954553116988119	33.3700777345598	0.125201128352786
"IM_POS_744_08273a4_29737859905458"	99	"NADP"	"C00006"	0.441575324888072	-2.44645002207954	0.229230476153243
"IM_POS_744_553782a3_58294518093873"	123	"PE(18:1(9Z)/18:1(9Z))"	"C00350"	NA	33.2505681973122	0.408770803435805
"IM_POS_746_09838a4_30292598967298"	100	"NADPH"	"C00005"	NA	NA	NA
"IM_POS_748_585082a3_4952813701503"	122	"PE(18:0/18:0)"	"C00350"	-0.817273499749364	-24.9874148826129	0.329720695370406
"IM_POS_786_164412a4_01284109149278"	48	"FAD"	"C00016"	0.448067408657384	-0.0442646630423943	0.617138959495719
"IM_POS_790_632032a3_36021505376344"	113	"PC(18:0/18:0)"	"C00157"	0.0145219415360764	-1.78208698637708	0.224254933808842
